user,identity,review_num,star,Date,comments
Robyn Miller,Local Guide,96,4,a year ago,"UTC location (new year's day)- easy parking in the garage, and free the day we went. Pf chang's is always good, but it's also pretty pricey. Lots of bright veggies in the dishes, appetizers were good also, service was very good, and free …"
Steven Thomas,Local Guide,3,2,a year ago,"Ordered lunch for pickup and got to the restaurant. I walked up to the bar area to get my order and there was a wait....the person behind the bar was slicing limes, and instead of stopping to assist me, she kept doing that. I had to wait …"
Enrique Zapata,Local Guide,217,1,a year ago,I eat at many restaurants from high to low class however Pf Chang's service quality is horrible at these restaurant I will not recommend these specific location. …
Johnny Grayson,Local Guide,47,5,a year ago,It was a little cold in here but it was a great place to eat.
Old Man,Local Guide,33,3,a year ago,"Don't get the wonton soup, it taste like there was a pair of dirty socks in the bowl.  Other than that it was a typical PF Chang's, decent but over priced for the quality of the food."
Blair T.,Local Guide,27,5,2 years ago,P.F. Chang’s is a favorite for this gluten-free girl whenever I am craving Chinese food! Their waitstaff is incredibly knowledgeable and their chefs are very careful as I’ve never had an issue with being glutened. Our absolute favorite menu …
Jacob Shahatit,Local Guide,19,5,a year ago,Good food with a fancy casual feel and I would recommend the Mongolian beef and the lo mein always a go to for me
SoberLiving SanDiego,Local Guide,96,5,2 years ago,"I have to say I've been to a couple pfchangs in my time, but the service there was a unique experience.. As a person in long-term recovery I noticed when servers ""sell"" alcohol at the beginning of the meal, it didn't happen this time! The …"
Pamela Singh,Local Guide,30,5,2 years ago,Nice complimentary birthday dessert. Fast service. Crispy green beans are a favorite and the noodles are always hot and fresh.
Mark Jemmett,Local Guide,7,3,2 years ago,Good food. Poor service. Had a table right by the service area. Wait staff paid more attention to entering items on their screens than to customers actual needs . …
Nick Crowe,Local Guide,48,5,a year ago,"The food was excellent. Service was fast and accurate. All in all, an exceptional meal out."
Pouyan Farasati,Local Guide,12,4,3 years ago,"We had a company team dinner at this location on a Tuesday night. They seem to have recently remodeled, and were fairly crowded as befors. They have a wide selection of food and drinks in their menu, and quality is pretty decent (I ordered …"
Sarah D,Local Guide,6,1,5 years ago,"They charge $2 more for everything gluten free, whether it's already gluten free or not. Their argument was that they use different pots and pans. Really? Far smaller places courteously use separate equipment. You'd think such an enormous …"
Matthew Nguyen,Local Guide,29,3,6 years ago,"The service here at P.F. Changs is great. I recommend eating Salt and Pepper Calamari,  The Hot and Sour Soup and Red Wine Braised Beef. The beef is a seasonal dish though. I enjoyed the Crispy Honey Shrimp. It has a hefty price but it was …"
Scott,Local Guide,115,4,a year ago,Great place for fusion Chinese food. Ice cold beer and love the lettuce wraps.
Lyndsy Faulkner,Local Guide,100,1,2 years ago,"This is a terrible PF Chang's. I have eaten at several PF Chang's and this is by far the worst I have ever been to. I have eaten here twice now, once dine in and once take out. Both were bad. Our dinner tonight was greasy and just bad. The …"
flor sanchez,Local Guide,30,5,a year ago,"I had a dinner after a funeral with a group then there were so  caring, They are amazing !!!"
Geoffrey Chadwick,Local Guide,38,3,2 years ago,"It's been better. The food was good, but the service used to be better. They no longer mix the oil anymore."
Tina Watts,Local Guide,39,4,a year ago,"The food was great. A little on the pricey side,  but still good."
Lety Levy,Local Guide,137,5,a year ago,"Delicious food,  great service and valet parking 👍🏻"
V F,Local Guide,95,5,a year ago,"Sesame chicken is not consistent in protein portion. Everything else was as always, very good!"
neda jangi,Local Guide,48,2,10 months ago,"This P.F. Chang turned to be a total disappointment! First time to this location... rude staff, low quality food, careless and hasty service 😒"
D Thomas,Local Guide,1,2,4 years ago,"While the food was pretty good, the overall experience was below expectations. We had a Sunday, 6pm reservation for a party of 6. (1 person ended up being a no-show - work related). No problem with that. We were seated promptly and the …"
Mike Mendez,Local Guide,276,1,3 years ago,"Previously, meals and service was excellent, but this visit was very poor.  We went midday and thought we'd get out quickly - wrong.  Our lunch took over an hour, and we had ordered, what we thought, were simple items to make.  The food was …"
ReadyTECHCA,Local Guide,56,1,2 years ago,"I am done with OF Chang's. They have changed the recipes and RUINED the food.
Their teriyaki chicken is now breaded along with some other chicken dishes which has RUINED the taste and enjoyment of the food. Sadly this has trickled down to …"
Court Mejias,Local Guide,377,5,5 years ago,"Love P.F. Chang's! I had the fried rice with beef! It was delicious. I went on a Saturday during lunch time and it wasn't that busy. Outside seating was nice. Service was decent, not fast but decent. Only downside is the parking. It's crowed and parking lot is small."
Peter Wong,Local Guide,34,5,2 years ago,The food was actually good this time. I would go there again. Late lunchtime is the best.
Gastón Luken,Local Guide,10,2,4 years ago,A good restaurant gone bad. Food was dry. No attention to quality and detail. Service was friendly but not very professional. Rather on the novice side. They also took a long time to bring out out food even though there were very few …
Brittany Donnelly,Local Guide,13,1,5 years ago,Currently here eating on the patio and the lack of attention to detail is awful. Water cups should be full. It was fine until about dessert. Dinner plates were left on the table we had to get the servers attention to remove the dinner …
Matthew Barry,Local Guide,137,5,a year ago,Tried some new appetizers and stuck with the main entrees. Very delicious and a great getaway date night.
Jeremiah Dixson,Local Guide,77,4,a year ago,Great food.  Love the staff.  Needs remodeling.
Robin Lynn Boyd,Local Guide,104,5,a year ago,12 minute waite on a Friday night! Yeehaw! Excellent meal and OMG... THE COFFEE! Our server brewed a fresh pot... all for me. Doesn't seems as loud as the Fashion Valley local.
Evan Madden,Local Guide,18,5,3 years ago,Such a nice place to eat with a variety of dishes to choose from.  Kung pow roll is amazing! Always great service too. They even box your food up for you.
Reshm Patel,Local Guide,154,3,a year ago,Very convenient location from UCSD..food was okay..wait was about 40 minutes..
John Fabian,Local Guide,61,4,2 years ago,Service outstandingly.  Went for lunch.  Great menu and food quality exceeded our expectations.
D C,Local Guide,1,3,a year ago,"The service was great, but taste is not good for Koreans"
Richard Valentine,Local Guide,71,5,3 years ago,"Wonderful dining options, PFChangs remains one of the best Chinese dining restaurants around. Highly recommended. Traditional food in a modern atmosphere with modern music playing in the background and wonderful service professionals."
Kyle Verry,Local Guide,280,5,3 years ago,"Very good food. Ordered the chicken wraps and Dynamite Shrimp for appetizers and we got the Mongolian Beef, Lo Mein and Chang's Chicken. Overall, excellent meal and great service. The two appetizers were great, and the Mongolian Beef was excellent and the other two were above average."
Carl Thompson,Local Guide,9,5,2 years ago,The food and service were excellent. The portion size was great for the money.
Octavio Ortiz,Local Guide,808,4,9 months ago,"Good service, excellent food"
Jorge Alduenda,Local Guide,85,3,6 years ago,"My fiancé loves the place. It is fancier Chinese food. I think the food is pretty good, but is isn't worth the price. We come about twice a year, and it's more than enough. The combo fried rice is awesome though, but everything else is average. We'd love to come more often, but it's priced too high."
Jim M,Local Guide,180,5,2 years ago,I'm not normally a chain restaurant kind of person...especially with Chinese food...but this place is very good. Nice subtle twists on popular dishes. Friendly staff.
Yoga G,Local Guide,3,5,3 years ago,Everyone is so nice here especially the host & valet. I also like that you don't have to wait long even without a reservation. Will be back again.
Melissa Murphy,Local Guide,49,5,2 years ago,"Very quick with the food. The food is always delicious. Also, get the great wall of chocolate!!"
Alice Maxine Moore,Local Guide,3,1,4 years ago,So sad. Have gone with family a dozen or more times and they've gone even more and all was superior. Yesterday was worst ever. Set up lunch for 6 and from minute res made it was  made clear by me from hostess on how special this person and …
Holt Gettys,Local Guide,10,5,a year ago,The food was delicious and our service from Jace was the highlight of the night!
Juan Miguez,Local Guide,146,5,4 years ago,Awesome place. Very packed.
Kerry Ferreirae,Local Guide,21,4,2 years ago,Gluten free menu is really well done... Never gotten glutened here. Bit pricey
Doug Anderson,Local Guide,799,4,8 years ago,"I remember a grade in college.....""meets expectations.....C""......you say it meets expectations. I'd give it a ""c"". …"
Josh Gold,Local Guide,37,5,2 years ago,The best n fresh veggies and the fried rice rocks. Stir fry eggplant is yummy. And of course their staff is super friendly and attentive.
Bill Miller,Local Guide,96,3,a year ago,The majority of the food was very good. However the Mongolian dumplings leave something to be desired. …
cal[ifornia] CLAIRE bear,Local Guide,13,4,3 years ago,"I was really anticipating them showing off the sauces which I love. I thought it was standard they at least had the sauces on the table, but our server asked us if we wanted them. We responded why yes, it's why we come here! Always prompt and coursteous service!"
Lance C.,Local Guide,53,5,2 years ago,"I have always liked PF Changs, more contemporary Chinese Food with a healthier twist. Lettuce wraps are the go to appetizer here, and any entree is good. I still haven't ventured out to the noodles from orange peel chicken or crispy shrimp, …"
Carolyn Clune-Galione,Local Guide,13,5,3 years ago,I love PF Changs  Their grilled string beans are scrumptous and we like the fried rice.  Have had several other items and all are very good.  Good service and prices.  Their Dirty Vodka Martini's are delicious.  Highly recommend.
Daniel HARRIS,Local Guide,92,5,2 years ago,One of the best noodles I have ever had. Lettece wraps were even better than I remember!
Showstopper Wax,Local Guide,23,3,2 years ago,No parking. Flies inside restaurant. Booth seats too low and far from table. Server made disgusted face when he saw the tip. Food was very good.
Barbara Craig,Local Guide,2,3,2 years ago,"Ordered the filet entree. The potatoes were so salty, I could not eat them the meat was over done, though it was still tender. On the bright side, the waitress was very nice, though initial service was slow. I am used to that, since I eat out alone a lot."
Robert Davis,Local Guide,26,4,3 years ago,Always a great place to eat. Friend got a meal that was suppose to come with cashew but didn't. Was the only issues but still enjoyed the atmosphere
Kelly Ryan,Local Guide,11,1,3 years ago,"This place is a disaster.  Decent food but waited far too long.  Also, parking is a nightmare.  Valet used both handicapped and take out spots, not to mention every other spot.  Then they had the nerve to give me a look as I parked legally.  What a joke."
Jerome Lesesne,Local Guide,20,5,10 months ago,Excellent food and service.
Ryan D,Local Guide,78,5,a year ago,This restaurant is always on its game . Great service always . Food is always delicious and fresh.
Billy Vicaldo,Local Guide,16,4,2 years ago,"Penny just loves this place, good luch stop after Dr. appointment. Outstanding food n service!"
Surya Jhajhria,Local Guide,91,5,3 years ago,"Always received great service at this loaction. interior decor is very nice, lot of open space , indoor and outdoor seating . wide selections of drinks and food items. highly recommend. parking on street is free or get your parking ticket validated at the checkin station for garage parking."
Dan Sparks,Local Guide,45,5,2 years ago,What's not to like...Prepared fresh and you can customize your entree. We're vegetarian and enjoy the vegetable fried rice and egg drop soup.
da gimp,Local Guide,385,3,4 years ago,Nice happy hour near the office parks
Eduardo Vargas,Local Guide,38,1,9 months ago,The food is so incredibly mediocre.
Alex Ward,Local Guide,46,4,2 years ago,"This was my first time going to a PF Changs. I was actually surprised at how impressed I was with the food. I wasn't expecting chinese food to taste this fresh and good, especially at a chain. …"
ken mullinix jr,Local Guide,31,5,2 years ago,Very nice. Want to impress someone? Take them here!
Andrew O'Connell,Local Guide,108,4,2 years ago,Their dynamite shrimp is always a great choice. I love getting it with broccoli since the sauce is delicious.
donna reed,Local Guide,198,4,2 years ago,My third time. Too much fried.  I don't care for their menu. No low carb options. Staff at front not great. Our waiter was outstanding
Chibuzor Okeke,Local Guide,6,4,2 years ago,Great customer service and great food. Price is also reasonable.
Hema Ujjini,Local Guide,46,5,a year ago,Always a good restaurant with new menu and mouth watering desserts.
Olivier,Local Guide,53,2,a year ago,"Not that good Asian food, at least to my taste"
Cheryl Carter,Local Guide,114,5,2 years ago,"This was our first time at the La Jolla Dr., San Diego location. The dinner was great and our server was amazing. Will definitely go back."
Upal Mahbub,Local Guide,78,5,2 years ago,"We went their to have the ahi tuna poke bowl for the second time. As before, it was too good! The environment inside P.F Chang is always nice and the decorations on the wall ws elegant."
Kandi Nieto,Local Guide,17,5,2 years ago,"Service was quick, server was friendly and helpful.  Lettuce wraps were great as always."
Rose Mollenauer,Local Guide,178,2,a year ago,Overpriced Chinese food... Not a fan.
A D,Local Guide,306,4,a year ago,"Good, would have preferred brown rice and healthier noodles though"
Geeve Badii,Local Guide,3,4,3 years ago,Gluten Free menu has diminished over time. Singapore street noodles have been cut. Still good value
Mary Dunst,Local Guide,14,4,3 years ago,Food is OK. Happy hour is great. Nice atmosphere. Bartender Ethan is very friendly
Frank Reynolds,Local Guide,61,4,2 years ago,"Reasonable semi-upscale American Chinese food with alcoholic drink options.  Expect the Panda Express classics but fresher, and with some more interesting food menu items and appetizers. This location has a problem keeping their beer menu …"
Gary Graham,Local Guide,7,4,a year ago,Great lunch spot with lots of sides to choose from.
Joe Jones,Local Guide,39,5,2 years ago,Good place for fried calamari and kung pao chicken
Jerry Jarak,Local Guide,160,1,3 years ago,"December 30th, 2017...early dinner.
Dry, precooked food. I don't know what happened lately, they typically have great food. …"
tuntu Orrahood,Local Guide,230,3,2 years ago,Use to love this place but food quality has decline and portions are small for the price.
Brandon Miller,Local Guide,78,4,3 years ago,"It's got some delicious food and service is pretty decent too. Good ambiance. Lots of fried food, of course."
Caren McDonald,Local Guide,8,5,4 years ago,Delicious family style eats. Friendly service. Been several times & haven't had a bad experience yet.
Shakil Sarwar,Local Guide,8,5,6 months ago,I love it
Candy Acuna,Local Guide,46,4,3 years ago,Food is delicious. My kids and I enjoyed eating here when ever we visit UTC. Everything on the menu is amazing and the staff are awesome and friendly.
Fausto Cabrera,Local Guide,37,5,a year ago,Service and food was great.
J. C.,Local Guide,364,5,2 years ago,"We had the best waitress Amber, she had the best personality. My wife daughter & I absolutely appreciate it when you get service like this, & our food was excellent."
Akul Kudari,Local Guide,17,5,2 years ago,"great food,  only about 20 minutes wait for seating,  but food arrived in a timely manner"
Jorge Rodriguez,Local Guide,117,5,2 years ago,"Very tasty food and great service, a good place to share food. Family Style!"
Sister-CarolAnn Clark,Local Guide,51,4,3 years ago,"Fabulous food (exceptional).
Full service bar is not so full service.
Usually understaffed. (Mgmt problem) …"
M Palamar,Local Guide,13,4,2 years ago,Great consistent food and drinks.  Portions have seen to have gotten smaller over time but still very good.
Courtney Watabe,Local Guide,30,3,4 years ago,"Food delicious,  service terrible.   We waited for almost an hour for our food and completely missed our next appointment.  All it would have taken was a sincere apology,  but none was given.  Parking is also a huge pain.  They should offer free valet with validation,  but it's 4$."
Hawk Mikado,Local Guide,197,3,5 years ago,"Great for the experience, not so great if you like authentic flavor. I know a lot of people who love this place. Also, I went with my mom who is vegetarian, and it's not really vegetarian friendly, they only had a select couple of dishes, that aren't that flavorful."
Phoenix 7,Local Guide,5,5,3 years ago,Our most favorite place to go. Great.. well everything. U will NOT be disappointed..ever.
Tracy Crider,Local Guide,138,4,2 years ago,"Good food, prices are great for lunch and happy hour. Take it home."
Robert Jors,Local Guide,44,5,2 years ago,"Signature Spicy Chicken, Combination Shrimp-Chicken-Beef-Pork Fried Rice, & Wonton Soup all were delicious."
Heming Diep,Local Guide,32,4,2 years ago,Brought my dad to eat here for his 82nd birthday. He is Chinese so he knows the food here isnt really authentic chinese food but just an american take on it. He enjoyed the flavors that all of the dishes had so it was still a very good experience.
Karen Kennedy,Local Guide,317,4,2 years ago,"Great service, went out of their way to be helpful,  quick service during lunch rush. Food was delicious!"
Dane Johnson,Local Guide,6,5,2 years ago,"Great food, high quality service and quick with everything we asked for."
Shalom Shimon (GSM Garage Doors & Gates),Local Guide,415,5,3 years ago,Good Food and great service. I would recommend this place to others
Akhilesh Iyer,Local Guide,26,4,3 years ago,"Good food, but the high service time during lunches. A good place for vegetarians."
Goose Tree,Local Guide,20,5,2 years ago,"Good food, good service, all with a fancy-esque feel."
J Shinn,Local Guide,41,3,4 years ago,"I have been to this location several times, but on my most recent visit, they got my order wrong the first time (gave me shrimp instead of chicken - good thing I don't have a shellfish allergy). When they finally did get my order right, my fried rice had pieces eggshell in it."
Omez Mesina,Local Guide,210,5,3 years ago,Revamped menu is delicious. Try old favorite eggplant with new favorite Singapore Chicken
Seth M,Local Guide,258,5,3 years ago,Decent food but very high prices for the area. Needs to be cheaper. I recommend the Kung Pau Shrimp for any shrimp lover.
rose salgado,Local Guide,2,5,2 years ago,Love this place also very good food very nice atmosphere and very friendly
Bobby Hosseiny,Local Guide,303,4,5 years ago,P.F. Chang's chain of restaurants is a hit or a miss. This location IMO is a hit. Food tastes great. The honey walnut shrimp is delicious.
David Monjo,Local Guide,133,5,2 years ago,Great food good service. Not that expensive for what you get.
Kenneth Lund,Local Guide,293,5,2 years ago,Always a great experience.  Very good food and excellent service. Thx!
Vamar Anthus,Local Guide,2,1,3 years ago,"I've been going to P.F. Changs for decades with my wife and children. Sadly, over the course of the last four or five years we have watched the steady decline of the quality of food and service P.F. Changs offers. They seem to be following …"
Josue fructuoso,Local Guide,22,3,3 years ago,"The customer service was kind, but the food was bland. I order the chicken and broccoli and the chicken was dry and had no flavor, the broccoli was fine, but it was sitting in a pool of the sauce that was supposed to be on the food."
Alfonso Valdez,Local Guide,42,4,2 years ago,The wait is long and they as re very greedy with the siracha sauce. Otherwise a good experience overall.
Guru Bhai,Local Guide,14,5,a year ago,Very vibrant place and authentic food with good beverages...
28 madampark,Local Guide,13,4,a year ago,good mood and good taste with reasonable price.
Dawn Kern,Local Guide,25,3,3 years ago,"Food was good but quite pricey for what you get. What I didn't appreciate was the 2 servers dropping the F-bomb multiple times, just behind us, as they were talking at the server's station."
Alan Quade,Local Guide,38,5,2 years ago,"Ice cold Sam Adams, great Kung Pao dragon rolls w/seared ahi and $6 tempura calamari @ Happy Hour!!!"
Jeff Westrick,Local Guide,351,4,5 years ago,Good food and good service.  The parking situation is a bit of a pain.  There's been something wrong with the gate to the structure the last few times I've been here.
Les Kacev,Local Guide,92,5,a year ago,Great Chinese food at the upper end of the market
Marco Paganini,Local Guide,276,4,5 years ago,"Nice and airy location,  with a lot of ambient light. There's no restaurant parking but they'll validate your parking ticket from  the parking lot across the street. Food was plentiful and tasted good."
PRANAV IYENGAR,Local Guide,48,5,2 years ago,"Good food, good service and nice ambiance."
Michael O'Neill,Local Guide,702,4,a year ago,Good food and service
Alice Evans,Local Guide,6,4,2 years ago,It was great quality and taste amazing prices MOST DEFINITELY SHOULD TRY !!! Cheaper than royal manderain and way more food for half the price better tasting as well!!!
Thanatos (Jake),Local Guide,22,4,2 years ago,I would have given it 5 stars but on their menu they have a little chilli pepper next to the entree if it is spicy and since I can't do spicy food I ordered the orange chicken but when I got my food I couldn't even eat it and had to swap …
Z,Local Guide,70,5,3 years ago,"I really like visiting location, always good crowd. Weekends may have long wait time, so plan accordingly or reserve seats. You can park in structure but don't forget to validate parking. You can always go for valet if you don't want that …"
A. Suarez,Local Guide,50,3,2 years ago,"Food is good, but server was not despite it being a very slow evening, we were disappointed. Hit & miss here depends on your server, like a previous person posted. But, food is always all on point!"
Sirus Z.,Local Guide,83,4,3 years ago,"Good food great service, reasonable prices."
Michelle Kirby,Local Guide,58,3,3 years ago,Best place for overpriced Americanized Asian food
Diane Schultz,Local Guide,61,4,2 years ago,Always good and interesting menu. A bit high for lunch though.
Mike Covher,Local Guide,83,5,3 years ago,Top notch food - Excellent customer service - Spicy ambience in more ways than one - Highly recommended!
Roberto Ansaldi,Local Guide,125,5,3 years ago,"Great service and atmosphere.  The food is fine, American-chinese. If you accept non ethnic asian food it's perfectly fine. The dinner servings were good size.  Valet parkibg guys were very nice, kept an eye on our dogs and didn't move my seat setting."
Sanja Simonovikj,Local Guide,47,4,2 years ago,"Tasty food, unlimited rice. Could add more vegetarian options though."
Scott Schlatter,Local Guide,66,4,3 years ago,Pad Thai was excellent!
Darrell Perry,Local Guide,116,5,2 years ago,Good food nice people
Donna Reed,Local Guide,228,3,2 years ago,I don't care for their menu. No low carb options. Very pricey for what the do offer
Hunter Hunter,Local Guide,218,5,a year ago,I haven't been here in quite a while. It's changed and it's good.
Tomey Dave,Local Guide,38,5,2 years ago,My server was Amanda I recommend that you asked for her as your server just great. Best white wine on the list PJ Pinot Grigio  $34 for the bottle. I had to sea bass excellent
Melanie Speer,Local Guide,15,5,2 years ago,Very impressed.  We will definitely be visiting again
April Barba,Local Guide,45,4,2 years ago,The waiter suggested an ahi bowl that was delicious! Great service too!
Edwin Pangelinan,Local Guide,47,5,a year ago,Good service and food.
Ismael Martinez,Local Guide,20,5,3 years ago,"You can never go wrong by eating at P.F. Changs. It's a fact that they serve the greatest appetizer created by human kind, the chicken lettuce wrap. Have you ever shed tears as food is traveling down your neck tube into your stomach hole, …"
Carrie Higginson,Local Guide,34,4,3 years ago,"Great staff, parking can be a bit of a bummer unless you want to pay for valet. (Free parking can be found on the street however, if you dont mind a slight walk.)"
. bitarafana38,Local Guide,1,1,a year ago,My family & I went to PF Change in La Jolla this evening. Unfortunately both managers were so unprofessional and rude. We will never go to PF Change anymore. The corporate should train their mangers before putting uniforms on them.
Alan Brandenburg,Local Guide,2,2,3 years ago,"Service was good. The food was ok, but overpriced. The rice was the worst I have ate in a long time. It was dry and not sticky, might as well have been eating minute rice."
Tricia Foley,Local Guide,13,4,2 years ago,Nice happy hour and selection of food. Service was good!
Mark Lo,Local Guide,171,3,4 years ago,Ok. Service was not the best. Food was just good. Not great.
Lucy Beard,Local Guide,19,1,3 years ago,This used to be a great place to eat but alas the concept and flavors are not what they used to be. Went for lunch and had lobster rolls with a curry aioli - uuurgrgrg. They should taste test the concepts before making then live as this …
Lillian Bocaletti,Local Guide,61,5,2 years ago,They have the most delicious menu! Love to eat here
Dan Janes,Local Guide,300,5,5 years ago,The food was good the prices are what you expect from a PF Changs in the stuff was pretty hopeful. The views interesting with Windows from ceiling to floor being out on the freeway / mall shopping area. I would definitely come back to this PF Changs again since they have quite good Chinese food
Nina Raminelli,Local Guide,38,5,a year ago,Excellent food and good price
Milica Popovic,Local Guide,11,2,2 years ago,Ordered online and we have been regulats. This time i am extremel disappointed. I got an onion skin in my dish. I ordered the sesame chicken and instead of brown rice they gave us white. The receipt on the delivery bag even says brown rice. Just pay attention to details guys. That ia what customer service is all about right?
Tom Capote,Local Guide,263,4,a year ago,"Fresh food,  great service!"
Monica Villanueva,Local Guide,67,5,a year ago,"Great food, great service"
Justin Trueblood,Local Guide,3,4,4 years ago,The food here is incredible and very reasonably priced.The only draw back is the space is small and waiting for a table for lunch can take a while but thatch what take-out was created for! Don't forget to try the chicken wings...AMAZING!!!
Crystal Villalva,Local Guide,27,5,3 years ago,Service was great.  Friendly servers.  Food was good.
Lillian Bailey,Local Guide,35,3,3 years ago,Was my first visit in a few years food was great as usual I noticed the plates got smaller...
kenknara1,Local Guide,3,1,3 years ago,I called a take out order at 6:38 on 12/24. I was told I could pick up the order at 7:10. Arrived in time to complete nightmare.  People were waiting for their take out orders that where head of me fir 30 to 45 minutes! They was no one …
Dawn Pratt,Local Guide,16,5,2 years ago,The food was excellent as usual but the service was great.
Yahia Tachwali,Local Guide,11,1,3 years ago,Food quality was sooooo bad. Mangolian beef was dry and old. Stay away
Moe Habib,Local Guide,57,3,2 years ago,"Staff are great, place is clean, food is no good. Something is wrong"
Patricia Champlain,Local Guide,22,5,3 years ago,"I love this place. Food, service and atmosphere A+"
Felix Harbinger,Local Guide,16,4,4 years ago,"Our waitress was spectacular, refilled our glasses every time she swung by and made the experience that much more enjoyable.  The Crispy Honey Shrimp we ordered was great, but unfortunately the Beef Á La Sichuan* and Mongolian Beef weren't that fantastic."
C Silva,Local Guide,59,5,3 years ago,"Good food, wine, and service. Highly recommend"
Robin Peters,Local Guide,85,4,6 years ago,Asian pear mojito is very good.  Happy hour specials are awesome.  Love the shrimp  walnut lunch dish with brown rice.
Paul Culver,Local Guide,18,5,a year ago,Excellent service and food.
Y-Yen La Isaguirre,Local Guide,84,3,3 years ago,"We got the surf and turf, the walnut and honey dew shrimp, and the mapo tofu. The only item I was extremely disappointed in was the mapo tofu. It wasn't really mapo tofu. The dish consisted of fried tofu in a bland sauce with broccoli. I …"
Brian Woodward,Local Guide,90,2,3 years ago,"Six people, $280, only five drinks, and i was hungry when wet left.  Do the math.  It wasn't really that much better than a lot of Chinese places that charge a LOT less.  Compete rip...i can't understand why people go there."
Gina Schooler,Local Guide,14,4,3 years ago,"It's fancy Asian food - disappointed with sushi - the rice was old and chewy. Had a great salad though, and the poké my friends had looked good."
Shawna Bailey,Local Guide,32,5,2 years ago,"The food took a little while to make it and it was a bit expensive,but it was well worth it because everything was freshly made and the staff is absolutely amazing there"
PJ Hussey,Local Guide,119,4,3 years ago,"Good food, good service and a central location. Great place for lunch."
Jan Seidl,Local Guide,18,5,3 years ago,Great food. Parking on premises is free if validated on the restaurant
Melissa Garcia,Local Guide,2,3,4 years ago,"I wanted to take my mom and son to a nice dinner and of all the places to eat I thought they would enjoy P.F. Chang's the server we had was extremely rude and made us feel rushed when ordering she would go missing when we needed her, but …"
Mat Goebel,Local Guide,212,4,2 years ago,"This a standard PF Changs. The food is good, a bit pricey, and not authentic in any way."
Valentina A.S.C.,Local Guide,15,2,3 years ago,I got sick from the beef brocolli..I experience the worst headache ever and vommitted. But the service was good thats about it. So much i can say for the food. Bad experience in food great service form servers
Walter Brealey,Local Guide,75,4,4 years ago,Great food. Great bar. Classy crowd and classy restaurant.
Ted Link-Oberstar,Local Guide,80,4,4 years ago,Decent food and nice atmosphere but the food is a bit pricey for what you get
Allen Shadgoo,Local Guide,284,3,3 years ago,Slow service but good food
Mario Pennyman,Local Guide,1,5,3 years ago,"Always crowded due to be next to a hotel, but service is fast, and food is awesome. So definitely worth the wait."
Isaac Phillips,Local Guide,90,5,4 years ago,Great food at reasonable prices. They have excellent gluten free options.
Nicholas S,Local Guide,521,3,2 years ago,"I have loved this place for years, I feel they are cutting costs. I get the same meal and it was not the same."
Monique Eisen,Local Guide,37,5,2 years ago,Food was great and service at the bar was quick.
Kaylee T,Local Guide,28,5,3 years ago,Everyone who worked there was super nice and food is food as always!!
Shaun Mullin,Local Guide,37,5,3 years ago,"Even though I have only experienced their customer service from the perspective of being a DoorDash delivery driver, they have been very polite and professional everytime I have done delivery pickups from this location."
Paul outlaw,Local Guide,10,5,2 years ago,it's good and the price is kinda high that's where we always celebrate my aunt's birthday there
Utham Radipe,Local Guide,57,5,2 years ago,Good food. The service was a bit slower than expected for the entre but I guess they assumed we wanted to talk.
Scott Norris,Local Guide,53,5,3 years ago,Please go to the Pier. You will remember it for the rest of your life.
Darrell Dunlap,Local Guide,263,2,3 years ago,Delicious food. Modern Chinese food. Very slow and inattentive service
Steven Dwight,Local Guide,65,5,2 years ago,"Always great food, love the lettuce wraps, and atmosphere."
Dana Mckenna,Local Guide,117,5,2 years ago,Love the vegetarian  lettuce  wraps..great  food and service....
Michael Fischer,Local Guide,203,4,2 years ago,Always great food and the salt and pepper shrimp is the best!
Kasey Klumpp,Local Guide,3,5,3 years ago,Awesome happy hour great cocktails great portions highly recommend - lettuce wraps are superb
Jim Palmer,Local Guide,154,5,4 years ago,The entrée are a little small be sure to order appropriately if your party is hungry.   Excellent service every time we go here
Andrew Masek,Local Guide,18,4,3 years ago,Decent food good service good prices
Jerome Dawson,Local Guide,36,4,4 years ago,Good food and service. Parking can be a challenge but inexpensive valet parking is available.
Peng Xiao,Local Guide,106,3,5 years ago,The restaunt is well decorated but I'm here for the food. I thought the portions were small and expensive. You can get much better food at family-owned Chinese places.
Patrick Philippi,Local Guide,27,3,3 years ago,"Over priced small portions... The place is dark, and the staff is not very inviting."
Mike A,Local Guide,149,5,3 years ago,If youre not jaded then u'll love this place...great food great service great atmosphere
Fabrice Poigin,Local Guide,12,3,3 years ago,"friendly service, a bit slow. Always sticky tables and menus with glasses smelling sanitizer...very chain like! No surprises"
Kipenzi Herron,Local Guide,57,4,4 years ago,Best Moscow Mule I have ever had. Decent happy hour menu.
Dequina Nicholas Alvarado,Local Guide,135,4,3 years ago,Quick service and good food.  A little over priced
Christine Caprioli,Local Guide,60,5,3 years ago,"Even though PF Changs is a chain, their service and food is always consistent. Everytime I go I try to order something new and different and so far I have never been disappointed."
Wendy Rees,Local Guide,480,4,3 years ago,Very good food! I love the Chang's Spicy Chicken & their asparagus.
Dawn Nance,Local Guide,3,4,4 years ago,Lunch was good not too crowded. I wish the table was larger for all the plates to share a bit cramped
Cessaly D Hutchinson,Local Guide,68,5,2 years ago,"Marvelous! Food was delicious--delucate, light, superbly seasoned!"
